UNIQUE_id,GEO_rural_urban,LONELINESS_chronic_loneliness,DEMO_age
cscs_05458,,,39.0
cscs_05459,,,57.0
cscs_05460,,,25.0
cscs_05461,"Large urban centre (100,000+ people)",,34.0
cscs_05462,,,69.0
cscs_05463,,,36.0
cscs_05464,,,28.0
cscs_05465,,,71.0
cscs_05466,,,25.0
cscs_05467,,,69.0
cscs_05469,,,27.0
cscs_05470,"Medium city/town (30,000-99,999 people)",,28.0
cscs_05471,"Small city/town (1,000-29,999 people)",,62.0
cscs_05472,,,60.0
cscs_05473,,,51.0
cscs_05476,,,28.0
cscs_05478,,,26.0
cscs_05479,,,65.0
cscs_05480,,,36.0
cscs_05481,"Small city/town (1,000-29,999 people)",,64.0
cscs_05482,Presented but no response,,66.0
cscs_05483,,,20.0
cscs_05484,,No,66.0
cscs_05485,,,66.0
cscs_05486,,,30.0
cscs_05487,,,53.0
cscs_05488,,Yes,40.0
cscs_05489,,,62.0
cscs_05490,"Large urban centre (100,000+ people)",,65.0
cscs_05491,,,62.0
cscs_05492,"Large urban centre (100,000+ people)",,70.0
cscs_05493,"Medium city/town (30,000-99,999 people)",,57.0
cscs_05494,,,31.0
cscs_05495,,No,63.0
cscs_05496,,,62.0
cscs_05497,"Large urban centre (100,000+ people)",,33.0
cscs_05498,,,35.0
cscs_05499,,,29.0
cscs_05500,,,25.0
cscs_05501,,,51.0
cscs_05502,,,30.0
cscs_05503,"Large urban centre (100,000+ people)",,22.0
cscs_05504,,,18.0
cscs_05506,"Small city/town (1,000-29,999 people)",,63.0
cscs_05507,,,30.0
cscs_05508,,,31.0
cscs_05509,Rural area (Less than 1000 people),,46.0
cscs_05510,,,28.0
cscs_05511,,,86.0
cscs_05512,Rural area (Less than 1000 people),,84.0
cscs_05513,,,59.0
cscs_05514,,,57.0
cscs_05515,,,60.0
cscs_05516,,,28.0
cscs_05517,,,30.0
cscs_05518,,,68.0
cscs_05519,"Large urban centre (100,000+ people)",,75.0
cscs_05520,"Large urban centre (100,000+ people)",,66.0
cscs_05521,,,30.0
cscs_05522,,,39.0
cscs_05523,,,26.0
cscs_05524,,,28.0
cscs_05525,"Medium city/town (30,000-99,999 people)",,64.0
cscs_05526,,,26.0
cscs_05527,,Yes,22.0
cscs_05528,,,32.0
cscs_05530,,,53.0
cscs_05531,,,49.0
cscs_05532,,,39.0
cscs_05533,,,51.0
cscs_05534,,,38.0
cscs_05535,,,26.0
cscs_05536,,,64.0
cscs_05537,,,27.0
cscs_05539,,,35.0
cscs_05540,,,51.0
cscs_05541,,No,37.0
cscs_05542,,,50.0
cscs_05543,"Large urban centre (100,000+ people)",,73.0
cscs_05544,,,31.0
cscs_05545,"Medium city/town (30,000-99,999 people)",,62.0
cscs_05547,,,32.0
cscs_05549,,,40.0
cscs_05550,,Yes,58.0
cscs_05551,,,28.0
cscs_05552,,,52.0
cscs_05553,,,48.0
cscs_05555,"Large urban centre (100,000+ people)",,31.0
cscs_05556,,,25.0
cscs_05557,,,74.0
cscs_05558,"Medium city/town (30,000-99,999 people)",,29.0
cscs_05559,,,64.0
cscs_05560,,,29.0
cscs_05561,,No,65.0
cscs_05562,,,29.0
cscs_05563,,,36.0
cscs_05564,,,66.0
cscs_05566,,,84.0
cscs_05567,"Large urban centre (100,000+ people)",,65.0
cscs_05568,"Large urban centre (100,000+ people)",,61.0
cscs_05569,,,54.0
cscs_05570,,No,75.0
cscs_05571,"Small city/town (1,000-29,999 people)",,53.0
cscs_05572,,,70.0
cscs_05573,"Large urban centre (100,000+ people)",,37.0
cscs_05574,"Large urban centre (100,000+ people)",,80.0
cscs_05575,Rural area (Less than 1000 people),,71.0
cscs_05576,"Medium city/town (30,000-99,999 people)",,43.0
cscs_05577,Rural area (Less than 1000 people),,61.0
cscs_05578,,,65.0
cscs_05579,,,56.0
cscs_05580,,Presented but no response,31.0
cscs_05581,"Medium city/town (30,000-99,999 people)",,32.0
cscs_05583,"Large urban centre (100,000+ people)",,28.0
cscs_05584,"Small city/town (1,000-29,999 people)",,34.0
cscs_05585,,,49.0
cscs_05587,"Large urban centre (100,000+ people)",,69.0
cscs_05588,,,27.0
cscs_05590,Rural area (Less than 1000 people),,33.0
cscs_05591,,,63.0
cscs_05592,,,60.0
cscs_05593,,,67.0
cscs_05594,,,31.0
cscs_05595,"Medium city/town (30,000-99,999 people)",,82.0
cscs_05596,,,42.0
cscs_05597,,,71.0
cscs_05599,,,78.0
cscs_05600,,,63.0
cscs_05601,,,66.0
cscs_05602,,,73.0
cscs_05604,,,75.0
cscs_05605,,,76.0
cscs_05606,,,62.0
cscs_05607,,,53.0
cscs_05608,,,20.0
cscs_05609,,,52.0
cscs_05610,,,48.0
cscs_05611,,,53.0
cscs_05612,,,40.0
cscs_05613,,,53.0
cscs_05615,,,65.0
cscs_05616,,,23.0
cscs_05618,"Medium city/town (30,000-99,999 people)",,24.0
cscs_05619,,,19.0
cscs_05620,,,18.0
cscs_05621,,,26.0
cscs_05622,Rural area (Less than 1000 people),,72.0
cscs_05623,,Yes,62.0
cscs_05624,,,43.0
cscs_05625,,,54.0
cscs_05626,,,55.0
cscs_05627,,,59.0
cscs_05628,,No,43.0
cscs_05629,,,42.0
cscs_05630,,,50.0
cscs_05631,,,58.0
cscs_05632,,,30.0
cscs_05633,,,20.0
cscs_05634,,,34.0
cscs_05635,"Small city/town (1,000-29,999 people)",,45.0
cscs_05637,"Large urban centre (100,000+ people)",,48.0
cscs_05638,,,28.0
cscs_05639,,,24.0
cscs_05640,,Yes,55.0
cscs_05641,,,27.0
cscs_05642,"Large urban centre (100,000+ people)",,56.0
cscs_05643,,,43.0
cscs_05644,,,40.0
cscs_05645,,,29.0
cscs_05646,,,26.0
cscs_05647,,,83.0
cscs_05648,,,30.0
cscs_05649,,,56.0
cscs_05650,,,60.0
cscs_05651,"Small city/town (1,000-29,999 people)",,68.0
cscs_05652,,No,26.0
cscs_05654,,,71.0
cscs_05655,,,32.0
cscs_05656,"Small city/town (1,000-29,999 people)",,20.0
cscs_05657,,,25.0
cscs_05658,,,62.0
cscs_05659,,,63.0
cscs_05662,,,60.0
cscs_05663,,,45.0
cscs_05664,,,30.0
cscs_05665,"Medium city/town (30,000-99,999 people)",,26.0
cscs_05667,,,36.0
cscs_05668,,,18.0
cscs_05669,"Large urban centre (100,000+ people)",,85.0
cscs_05670,,,73.0
cscs_05672,"Large urban centre (100,000+ people)",,64.0
cscs_05673,,,33.0
cscs_05675,,,22.0
cscs_05676,,,57.0
cscs_05677,,,40.0
cscs_05678,,,23.0
cscs_05679,,,50.0
cscs_05680,,,40.0
cscs_05681,,,19.0
cscs_05682,,,33.0
cscs_05684,,,49.0
cscs_05685,,,20.0
cscs_05686,,,28.0
cscs_05687,,,28.0
cscs_05688,,,58.0
cscs_05690,"Large urban centre (100,000+ people)",,73.0
cscs_05691,,,42.0
cscs_05692,"Large urban centre (100,000+ people)",,36.0
cscs_05693,,Yes,67.0
cscs_05694,,,33.0
cscs_05695,,,24.0
cscs_05696,,,25.0
cscs_05697,,,50.0
cscs_05698,,,68.0
cscs_05699,"Large urban centre (100,000+ people)",,60.0
cscs_05700,"Small city/town (1,000-29,999 people)",,65.0
cscs_05701,,,60.0
cscs_05702,"Large urban centre (100,000+ people)",,26.0
cscs_05704,Rural area (Less than 1000 people),,37.0
cscs_05706,,,45.0
cscs_05707,,,51.0
cscs_05709,Rural area (Less than 1000 people),,67.0
cscs_05710,,,28.0
cscs_05711,"Large urban centre (100,000+ people)",,60.0
cscs_05712,Rural area (Less than 1000 people),,27.0
cscs_05713,,,29.0
cscs_05714,,,48.0
cscs_05715,"Medium city/town (30,000-99,999 people)",,32.0
cscs_05717,"Large urban centre (100,000+ people)",,23.0
cscs_05719,"Medium city/town (30,000-99,999 people)",,60.0
cscs_05720,"Large urban centre (100,000+ people)",,51.0
cscs_05722,"Medium city/town (30,000-99,999 people)",,65.0
cscs_05724,,,31.0
cscs_05725,,Yes,56.0
cscs_05726,,,25.0
cscs_05727,,,35.0
cscs_05729,,,85.0
cscs_05730,,,33.0
cscs_05731,,,37.0
cscs_05732,,,65.0
cscs_05733,,,22.0
cscs_05734,,,30.0
cscs_05736,,,55.0
cscs_05737,,,44.0
cscs_05738,,No,22.0
cscs_05739,,,58.0
cscs_05740,"Small city/town (1,000-29,999 people)",,33.0
cscs_05741,,,71.0
cscs_05742,"Small city/town (1,000-29,999 people)",,62.0
cscs_05743,,,49.0
cscs_05744,,,51.0
cscs_05745,"Large urban centre (100,000+ people)",,53.0
cscs_05746,"Small city/town (1,000-29,999 people)",,71.0
cscs_05747,,Yes,25.0
cscs_05748,,,38.0
cscs_05749,,,46.0
cscs_05750,"Large urban centre (100,000+ people)",,22.0
cscs_05751,,,75.0
cscs_05753,,,27.0
cscs_05754,,,40.0
cscs_05755,"Small city/town (1,000-29,999 people)",,69.0
cscs_05756,,,71.0
cscs_05757,,,33.0
cscs_05758,,,26.0
cscs_05759,"Large urban centre (100,000+ people)",,42.0
cscs_05760,,,20.0
cscs_05762,,,22.0
cscs_05763,"Large urban centre (100,000+ people)",,25.0
cscs_05764,,,35.0
cscs_05765,"Large urban centre (100,000+ people)",,63.0
cscs_05766,,,39.0
cscs_05767,Presented but no response,,34.0
cscs_05769,,,78.0
cscs_05770,,No,57.0
cscs_05771,,,25.0
cscs_05772,"Large urban centre (100,000+ people)",,54.0
cscs_05773,,,55.0
cscs_05774,,,49.0
cscs_05775,,,67.0
cscs_05776,"Large urban centre (100,000+ people)",,48.0
cscs_05777,,,65.0
cscs_05778,,,40.0
cscs_05779,,,64.0
cscs_05780,,,41.0
cscs_05781,,Yes,32.0
cscs_05782,,,23.0
cscs_05783,,,23.0
cscs_05784,,,35.0
cscs_05785,"Large urban centre (100,000+ people)",,51.0
cscs_05786,"Small city/town (1,000-29,999 people)",,71.0
cscs_05788,,,28.0
cscs_05789,"Large urban centre (100,000+ people)",,71.0
cscs_05790,,,44.0
cscs_05791,"Small city/town (1,000-29,999 people)",,59.0
cscs_05792,"Small city/town (1,000-29,999 people)",,21.0
cscs_05793,,,54.0
cscs_05794,"Large urban centre (100,000+ people)",,69.0
cscs_05795,,,32.0
cscs_05796,,,65.0
cscs_05797,,,65.0
cscs_05798,,,68.0
cscs_05799,,,45.0
cscs_05800,"Small city/town (1,000-29,999 people)",,24.0
cscs_05801,Rural area (Less than 1000 people),,66.0
cscs_05803,Rural area (Less than 1000 people),,74.0
cscs_05804,,,62.0
cscs_05805,,,34.0
cscs_05806,,,21.0
cscs_05808,,,57.0
cscs_05809,Rural area (Less than 1000 people),,75.0
cscs_05810,,,34.0
cscs_05811,,,25.0
cscs_05812,"Large urban centre (100,000+ people)",,27.0
cscs_05813,,Yes,19.0
cscs_05814,,,68.0
cscs_05815,,,28.0
cscs_05817,"Large urban centre (100,000+ people)",,47.0
cscs_05818,"Large urban centre (100,000+ people)",,65.0
cscs_05819,,,38.0
cscs_05820,,,43.0
cscs_05821,,,55.0
cscs_05822,"Medium city/town (30,000-99,999 people)",,89.0
cscs_05823,,,26.0
cscs_05824,"Large urban centre (100,000+ people)",,58.0
cscs_05826,,,25.0
cscs_05827,,,36.0
cscs_05828,,,82.0
cscs_05830,,,32.0
cscs_05832,,,69.0
cscs_05833,,,32.0
cscs_05834,"Large urban centre (100,000+ people)",,67.0
cscs_05835,,,57.0
cscs_05836,Rural area (Less than 1000 people),,49.0
cscs_05837,"Large urban centre (100,000+ people)",,35.0
cscs_05838,"Medium city/town (30,000-99,999 people)",,33.0
cscs_05840,,,30.0
cscs_05841,,,57.0
cscs_05842,"Large urban centre (100,000+ people)",,31.0
cscs_05843,,,49.0
cscs_05846,,,63.0
cscs_05847,,,23.0
cscs_05849,,,86.0
cscs_05850,,,36.0
cscs_05851,,Yes,55.0
cscs_05852,,,57.0
cscs_05853,,,25.0
cscs_05854,,,39.0
cscs_05856,,,24.0
cscs_05857,"Small city/town (1,000-29,999 people)",,41.0
cscs_05858,,,34.0
cscs_05859,,,61.0
cscs_05860,,,72.0
cscs_05862,,,51.0
cscs_05863,,,75.0
cscs_05864,"Medium city/town (30,000-99,999 people)",,50.0
cscs_05865,,,62.0
cscs_05866,,,19.0
cscs_05870,,No,58.0
cscs_05871,,,57.0
cscs_05872,,,21.0
cscs_05873,,Yes,60.0
cscs_05874,"Small city/town (1,000-29,999 people)",,72.0
cscs_05875,,,66.0
cscs_05876,,,67.0
cscs_05878,,,66.0
cscs_05881,"Large urban centre (100,000+ people)",,41.0
cscs_05882,"Large urban centre (100,000+ people)",,55.0
cscs_05885,,Yes,53.0
cscs_05886,"Large urban centre (100,000+ people)",,48.0
cscs_05887,"Medium city/town (30,000-99,999 people)",,69.0
cscs_05888,Rural area (Less than 1000 people),,68.0
cscs_05890,,,60.0
cscs_05891,,,66.0
cscs_05892,,,37.0
cscs_05893,,,35.0
cscs_05894,,,28.0
cscs_05895,,,61.0
cscs_05896,,,37.0
cscs_05897,,,25.0
cscs_05898,,,52.0
cscs_05899,"Large urban centre (100,000+ people)",,34.0
cscs_05901,,,56.0
cscs_05902,,,36.0
cscs_05903,,,75.0
cscs_05904,"Large urban centre (100,000+ people)",,38.0
cscs_05905,"Large urban centre (100,000+ people)",,42.0
cscs_05906,"Large urban centre (100,000+ people)",,76.0
cscs_05907,"Large urban centre (100,000+ people)",,43.0
cscs_05908,,,47.0
cscs_05909,,,42.0
cscs_05910,,,62.0
cscs_05911,"Medium city/town (30,000-99,999 people)",,28.0
cscs_05912,,,24.0
cscs_05914,,No,70.0
cscs_05915,,,64.0
cscs_05916,,,24.0
cscs_05917,,,37.0
cscs_05918,,No,69.0
cscs_05919,,,59.0
cscs_05920,,,29.0
cscs_05921,,,57.0
cscs_05923,Presented but no response,,18.0
cscs_05924,"Small city/town (1,000-29,999 people)",,29.0
cscs_05925,,,60.0
cscs_05926,,,59.0
cscs_05927,,,28.0
cscs_05929,,,34.0
cscs_05930,"Large urban centre (100,000+ people)",,67.0
cscs_05931,,,32.0
cscs_05932,Rural area (Less than 1000 people),,63.0
cscs_05933,"Large urban centre (100,000+ people)",,81.0
cscs_05934,,,29.0
cscs_05935,"Medium city/town (30,000-99,999 people)",,23.0
cscs_05937,,,16.0
cscs_05938,,,30.0
cscs_05939,,,52.0
cscs_05940,,,67.0
cscs_05941,,No,71.0
cscs_05942,,,27.0
cscs_05943,,,21.0
cscs_05944,,,30.0
cscs_05946,,,35.0
cscs_05947,"Large urban centre (100,000+ people)",,66.0
cscs_05950,,,59.0
cscs_05951,,,79.0
cscs_05952,,,39.0
cscs_05953,,,30.0
cscs_05955,"Large urban centre (100,000+ people)",,76.0
cscs_05956,"Large urban centre (100,000+ people)",,69.0
cscs_05957,,,62.0
cscs_05958,,,40.0
cscs_05959,,No,33.0
cscs_05960,,,68.0
cscs_05961,"Large urban centre (100,000+ people)",,56.0
cscs_05962,,,66.0
cscs_05963,,,64.0
cscs_05964,,,37.0
cscs_05965,"Small city/town (1,000-29,999 people)",,65.0
cscs_05966,,,22.0
cscs_05967,,Yes,23.0
cscs_05968,"Small city/town (1,000-29,999 people)",,74.0
cscs_05969,,,55.0
cscs_05970,,,24.0
cscs_05972,,,43.0
cscs_05973,,,30.0
cscs_05974,,Presented but no response,29.0
cscs_05975,"Large urban centre (100,000+ people)",,32.0
cscs_05976,,,50.0
cscs_05978,"Large urban centre (100,000+ people)",,55.0
cscs_05979,,,25.0
cscs_05981,,,67.0
cscs_05982,"Large urban centre (100,000+ people)",,31.0
cscs_05984,,Yes,21.0
cscs_05985,"Medium city/town (30,000-99,999 people)",,63.0
cscs_05986,,,26.0
cscs_05987,,,38.0
cscs_05988,,,41.0
cscs_05989,,,37.0
cscs_05990,Rural area (Less than 1000 people),,51.0
cscs_05991,,,27.0
cscs_05992,,,19.0
cscs_05994,Rural area (Less than 1000 people),,33.0
cscs_05995,"Medium city/town (30,000-99,999 people)",,24.0
cscs_05996,,,22.0
cscs_05997,,No,59.0
cscs_05998,,,28.0
cscs_05999,,,60.0
cscs_06001,"Large urban centre (100,000+ people)",,71.0
cscs_06002,"Medium city/town (30,000-99,999 people)",,20.0
cscs_06003,,,61.0
cscs_06004,,,40.0
cscs_06005,,,28.0
cscs_06006,,,45.0
cscs_06007,,,34.0
cscs_06008,,,28.0
cscs_06009,,,29.0
cscs_06011,"Large urban centre (100,000+ people)",,18.0
cscs_06012,"Large urban centre (100,000+ people)",,58.0
cscs_06013,,,74.0
cscs_06014,"Large urban centre (100,000+ people)",,26.0
cscs_06015,Rural area (Less than 1000 people),,66.0
cscs_06016,,,54.0
cscs_06018,,,63.0
cscs_06019,,,31.0
cscs_06020,"Small city/town (1,000-29,999 people)",,23.0
cscs_06021,,,55.0
cscs_06022,"Small city/town (1,000-29,999 people)",,30.0
cscs_06023,,,28.0
cscs_06024,,,47.0
cscs_06025,"Small city/town (1,000-29,999 people)",,75.0
cscs_06026,,,18.0
cscs_06028,,,55.0
cscs_06029,,,68.0
cscs_06030,,,25.0
cscs_06031,,,25.0
cscs_06032,"Large urban centre (100,000+ people)",,35.0
cscs_06033,,,61.0
cscs_06034,,,41.0
cscs_06035,"Medium city/town (30,000-99,999 people)",,34.0
cscs_06036,,,26.0
cscs_06037,,,76.0
cscs_06039,,,70.0
cscs_06040,,,59.0
cscs_06041,,No,37.0
cscs_06042,,,60.0
cscs_06043,,,45.0
cscs_06044,Rural area (Less than 1000 people),,77.0
cscs_06045,"Large urban centre (100,000+ people)",,54.0
cscs_06046,,,41.0
cscs_06047,,,51.0
cscs_06048,,,29.0
cscs_06049,Rural area (Less than 1000 people),,51.0
cscs_06050,"Large urban centre (100,000+ people)",,67.0
cscs_06051,,,33.0
cscs_06052,,,69.0
cscs_06054,Rural area (Less than 1000 people),,70.0
cscs_06055,"Small city/town (1,000-29,999 people)",,66.0
cscs_06056,,,83.0
cscs_06058,,,37.0
cscs_06059,,,68.0
cscs_06060,,,30.0
cscs_06061,"Small city/town (1,000-29,999 people)",,69.0
cscs_06062,,,28.0
cscs_06063,,,23.0
cscs_06064,"Large urban centre (100,000+ people)",,34.0
cscs_06065,,,26.0
cscs_06066,"Large urban centre (100,000+ people)",,33.0
cscs_06067,"Large urban centre (100,000+ people)",,65.0
cscs_06068,,,28.0
cscs_06069,"Small city/town (1,000-29,999 people)",,40.0
cscs_06070,,,69.0
cscs_06071,,Presented but no response,21.0
cscs_06072,,,40.0
cscs_06073,,,50.0
cscs_06074,Presented but no response,,91.0
cscs_06077,"Large urban centre (100,000+ people)",,52.0
cscs_06078,,,55.0
cscs_06079,,,78.0
cscs_06080,,,29.0
cscs_06081,,,58.0
cscs_06082,,,69.0
cscs_06083,,,71.0
cscs_06085,"Large urban centre (100,000+ people)",,36.0
cscs_06086,,,25.0
cscs_06087,,,30.0
cscs_06089,,,42.0
cscs_06090,,,64.0
cscs_06091,"Medium city/town (30,000-99,999 people)",,26.0
cscs_06092,"Medium city/town (30,000-99,999 people)",,28.0
cscs_06093,,,38.0
cscs_06094,,,34.0
cscs_06096,,,55.0
cscs_06097,,,26.0
cscs_06098,,,35.0
cscs_06099,,,84.0
cscs_06101,"Large urban centre (100,000+ people)",,54.0
cscs_06102,"Medium city/town (30,000-99,999 people)",,41.0
cscs_06103,"Medium city/town (30,000-99,999 people)",,77.0
cscs_06104,,,63.0
cscs_06105,,,59.0
cscs_06106,,,50.0
cscs_06107,,Yes,59.0
cscs_06108,,,28.0
cscs_06109,,,51.0
cscs_06110,,,25.0
cscs_06111,"Large urban centre (100,000+ people)",,39.0
cscs_06113,,,56.0
cscs_06114,,,36.0
cscs_06115,,,31.0
cscs_06117,,Yes,82.0
cscs_06118,,Yes,24.0
cscs_06120,,,36.0
cscs_06122,,,19.0
cscs_06123,,No,54.0
cscs_06124,,,23.0
cscs_06125,,,72.0
cscs_06126,"Large urban centre (100,000+ people)",,61.0
cscs_06127,,,20.0
cscs_06128,,No,76.0
cscs_06129,,,50.0
cscs_06130,,,25.0
cscs_06131,,,70.0
cscs_06132,,,63.0
cscs_06133,,,26.0
cscs_06134,"Large urban centre (100,000+ people)",,37.0
cscs_06135,,,52.0
cscs_06137,,,64.0
cscs_06139,"Large urban centre (100,000+ people)",,59.0
cscs_06142,,Yes,67.0
cscs_06143,"Large urban centre (100,000+ people)",,71.0
cscs_06144,,,40.0
cscs_06145,,,25.0
cscs_06147,,,65.0
cscs_06148,"Medium city/town (30,000-99,999 people)",,73.0
cscs_06149,"Large urban centre (100,000+ people)",,67.0
cscs_06150,,,58.0
cscs_06151,"Large urban centre (100,000+ people)",,71.0
cscs_06153,,,20.0
cscs_06154,,,63.0
cscs_06155,,,24.0
cscs_06157,,,35.0
cscs_06158,,Yes,27.0
cscs_06159,,,32.0
cscs_06160,"Small city/town (1,000-29,999 people)",,60.0
cscs_06161,"Small city/town (1,000-29,999 people)",,68.0
cscs_06162,,,73.0
cscs_06164,,,28.0
cscs_06165,,,84.0
cscs_06166,,,26.0
cscs_06167,,,61.0
cscs_06169,,,60.0
cscs_06171,,,27.0
cscs_06172,"Small city/town (1,000-29,999 people)",,64.0
cscs_06173,"Medium city/town (30,000-99,999 people)",,46.0
cscs_06175,,,32.0
cscs_06176,,,19.0
cscs_06177,,,54.0
cscs_06178,,,39.0
cscs_06179,,,61.0
cscs_06180,,,35.0
cscs_06181,,No,30.0
cscs_06183,,,20.0
cscs_06185,,,29.0
cscs_06186,,,66.0
cscs_06187,,,44.0
cscs_06188,,,24.0
cscs_06189,,,69.0
cscs_06190,,,68.0
cscs_06191,,,30.0
cscs_06192,,,52.0
cscs_06193,"Medium city/town (30,000-99,999 people)",,28.0
cscs_06194,,,80.0
cscs_06196,"Medium city/town (30,000-99,999 people)",,61.0
cscs_06197,,,30.0
cscs_06198,,,31.0
cscs_06199,,No,74.0
cscs_06200,,,32.0
cscs_06201,,,39.0
cscs_06202,,,58.0
cscs_06203,,,27.0
cscs_06205,"Small city/town (1,000-29,999 people)",,40.0
cscs_06206,,,78.0
cscs_06207,,No,27.0
cscs_06209,,,26.0
cscs_06210,,,64.0
cscs_06211,"Medium city/town (30,000-99,999 people)",,60.0
cscs_06213,,,62.0
cscs_06214,,,42.0
cscs_06215,,,54.0
cscs_06216,"Small city/town (1,000-29,999 people)",,45.0
cscs_06218,"Medium city/town (30,000-99,999 people)",,51.0
cscs_06219,"Medium city/town (30,000-99,999 people)",,30.0
cscs_06220,,,23.0
cscs_06221,,,19.0
cscs_06222,,,58.0
cscs_06223,,,19.0
cscs_06224,,,66.0
cscs_06225,"Medium city/town (30,000-99,999 people)",,75.0
cscs_06226,,,45.0
cscs_06228,,,49.0
cscs_06229,,,70.0
cscs_06230,"Large urban centre (100,000+ people)",,34.0
cscs_06232,,No,27.0
cscs_06233,,,33.0
cscs_06234,"Large urban centre (100,000+ people)",,30.0
cscs_06235,,,38.0
cscs_06236,,,33.0
cscs_06237,,,56.0
cscs_06238,,,74.0
cscs_06239,,,57.0
cscs_06240,,,34.0
cscs_06241,,,30.0
cscs_06242,,,55.0
cscs_06243,,,56.0
cscs_06244,Rural area (Less than 1000 people),,76.0
cscs_06245,,,33.0
cscs_06246,,,50.0
cscs_06247,,,45.0
cscs_06248,"Small city/town (1,000-29,999 people)",,65.0
cscs_06249,,,61.0
cscs_06250,"Small city/town (1,000-29,999 people)",,46.0
cscs_06251,,,25.0
cscs_06252,,,22.0
cscs_06253,"Medium city/town (30,000-99,999 people)",,28.0
cscs_06254,,,35.0
cscs_06255,,,24.0
cscs_06256,"Medium city/town (30,000-99,999 people)",,55.0
cscs_06257,,,28.0
cscs_06258,,,37.0
cscs_06259,,,36.0
cscs_06260,,,36.0
cscs_06262,,,35.0
cscs_06263,,,26.0
cscs_06264,,,41.0
cscs_06266,,,30.0
cscs_06268,,,50.0
cscs_06270,,,74.0
cscs_06271,,,17.0
cscs_06272,,,33.0
cscs_06273,,,53.0
cscs_06274,"Large urban centre (100,000+ people)",,52.0
cscs_06275,Rural area (Less than 1000 people),,25.0
cscs_06276,"Small city/town (1,000-29,999 people)",,47.0
cscs_06277,,,58.0
cscs_06278,Rural area (Less than 1000 people),,75.0
cscs_06279,,,32.0
cscs_06280,,,60.0
cscs_06281,,Yes,71.0
cscs_06282,"Small city/town (1,000-29,999 people)",,66.0
cscs_06283,,,52.0
cscs_06284,Rural area (Less than 1000 people),,51.0
cscs_06285,Rural area (Less than 1000 people),,62.0
cscs_06286,,,34.0
cscs_06287,,Yes,32.0
cscs_06288,,,32.0
cscs_06289,,,34.0
cscs_06290,,,84.0
cscs_06291,,,18.0
cscs_06293,,,52.0
cscs_06294,,No,38.0
cscs_06295,,,20.0
cscs_06298,,,28.0
cscs_06299,,,35.0
cscs_06300,Rural area (Less than 1000 people),,65.0
cscs_06301,"Large urban centre (100,000+ people)",,44.0
cscs_06302,,Yes,38.0
cscs_06303,,,47.0
cscs_06304,,,78.0
cscs_06305,,,24.0
cscs_06306,,,27.0
cscs_06308,,,39.0
cscs_06309,"Large urban centre (100,000+ people)",,50.0
cscs_06310,,,82.0
cscs_06311,,,31.0
cscs_06312,,,28.0
cscs_06313,,,27.0
cscs_06314,Rural area (Less than 1000 people),,45.0
cscs_06315,,,54.0
cscs_06316,"Large urban centre (100,000+ people)",,41.0
cscs_06317,,,30.0
cscs_06318,"Small city/town (1,000-29,999 people)",,76.0
cscs_06319,,,30.0
cscs_06320,,,28.0
cscs_06321,,,70.0
cscs_06322,,,36.0
cscs_06324,"Medium city/town (30,000-99,999 people)",,32.0
cscs_06325,,,58.0
cscs_06326,,,71.0
cscs_06327,,,23.0
cscs_06328,,,31.0
cscs_06331,,,65.0
cscs_06333,,,57.0
cscs_06334,,,53.0
cscs_06335,,,62.0
cscs_06336,,,24.0
cscs_06337,,,47.0
cscs_06338,,,30.0
cscs_06339,,No,76.0
cscs_06340,,,50.0
cscs_06341,,,43.0
cscs_06342,,,38.0
cscs_06343,,,64.0
cscs_06344,,,66.0
cscs_06345,,,33.0
cscs_06346,,No,44.0
cscs_06347,"Small city/town (1,000-29,999 people)",,72.0
cscs_06348,,,32.0
cscs_06349,,,41.0
cscs_06352,,,38.0
cscs_06353,,Yes,32.0
cscs_06354,"Medium city/town (30,000-99,999 people)",,36.0
cscs_06355,,,76.0
cscs_06356,,,28.0
cscs_06357,,,72.0
cscs_06358,,,19.0
cscs_06360,,,40.0
cscs_06361,,,52.0
cscs_06362,"Small city/town (1,000-29,999 people)",,64.0
cscs_06363,,,59.0
cscs_06364,,,48.0
cscs_06365,,,74.0
cscs_06366,,,25.0
cscs_06367,,,25.0
cscs_06369,"Small city/town (1,000-29,999 people)",,67.0
cscs_06370,,,63.0
cscs_06372,,,30.0
cscs_06373,,,35.0
cscs_06374,,,29.0
cscs_06375,,,32.0
cscs_06376,,,61.0
cscs_06377,,,30.0
cscs_06378,,,32.0
cscs_06379,,,54.0
cscs_06380,,No,55.0
cscs_06381,,No,84.0
cscs_06382,,,63.0
cscs_06384,,,24.0
cscs_06385,,,37.0
cscs_06386,,,63.0
cscs_06387,,No,26.0
cscs_06388,"Small city/town (1,000-29,999 people)",,65.0
cscs_06389,,,28.0
cscs_06390,,,25.0
cscs_06391,,No,82.0
cscs_06392,,No,30.0
cscs_06393,,,16.0
cscs_06394,,,25.0
cscs_06395,,,70.0
cscs_06396,"Large urban centre (100,000+ people)",,29.0
cscs_06397,"Small city/town (1,000-29,999 people)",,70.0
cscs_06398,,,66.0
cscs_06401,,,57.0
cscs_06402,,,25.0
cscs_06403,,,54.0
cscs_06404,,,51.0
cscs_06405,,,30.0
cscs_06407,,,46.0
cscs_06409,,,33.0
cscs_06410,,,60.0
cscs_06411,"Small city/town (1,000-29,999 people)",,76.0
cscs_06412,,,31.0
